내용,종류,수준
일부 여성들은 야외 시장에서 이야기를 나누고 있다.,문장,상
몇몇 여성들이 갈색 바구니에서 물건을 꺼내고 있다.,문장,상
개와 그 주인은 인구과잉 도로를 허우적거리고 있다.,문장,상
한 어린 소년이 혼자서 장난감 잠수함의 잠망경을 사용한다.,문장,상
한 어린 소년이 블루베리 파이에서 얼굴을 제거한다.,문장,상
화려한 발리우드 댄서들이 무대 위에서 활동하고 있다.,문장,상
누군가가 사다리에 올라 극장의 간판에 편지를 올리고 있다.,문장,상
마이크를 사용하는 신사는 모자를 옆으로 쓰고 있다.,문장,상
가라데 토너먼트는 두 남자가 경쟁하는 것을 특징으로 한다.,문장,상
아프리카계 미국인 남성이 마이크에 대고 노래를 부르고 있다.,문장,상
선생님은 한 무리의 아이들에게 이야기를 하고 있다.,문장,상
빨간 점프슈트를 입은 남자가 낙하산을 들고 착륙하고 있다.,문장,상
그 어린 소년은 사막에서 픽업되기를 기다리고 있다.,문장,상
여자는 다른 사람이 소풍을 시작하기를 기다리고 있다.,문장,상
도로공사를 하는 동안 건설 노동자들은 어떤 것을 언급한다.,문장,상
관광객들의 대부분은 다리 위에서 즐거운 시간을 보내고 있다.,문장,상
여기 젊은 여성들이 요리하는 동안 와인을 샘플링하고 있다.,문장,상
할아버지와 손자가 다리 밑에서 물놀이를 하고 있다.,문장,상
그 소년은 바다에서 그랜드 피아노를 연주하고 있다.,문장,상
스쿠버 다이버가 그의 아들을 공중으로 던지고 있다.,문장,상
남자는 수영장에 들어가 작은 소년을 공중으로 내던지고 있다.,문장,상
축구 선수들은 맥도날드에서 음식 싸움을 하고 있다.,문장,상
남성들은 그들의 나라의 상황에 대해 항의하고 있다.,문장,상
한 보안요원이 그녀의 라디오를 사용하여 긴급 전화를 받는다.,문장,상
호보는 공원 벤치에 앉아 종이봉투에서 와인을 마시고 있다.,문장,상
한 여교사가 연단에서 자녀들을 향해 연설하고 있다.,문장,상
캐주얼한 복장을 한 남자가 프레젠테이션을 하고 있다.,문장,상
한 무리의 등산객들이 에베레스트 산을 오르고 있다.,문장,상
모든 연령대의 사람들이 행진하고 간판을 들고 있다.,문장,상
시위자들은 어떤 도시 조치에 반대하기 위해 행진한다.,문장,상
그들은 대통령을 위한 야외 콘서트에서 노래를 부르고 있다.,문장,상
세 마리의 개가 잔디밭을 가로질러 시청자를 향해 질주한다.,문장,상
한 무리의 광대들이 보도 근처에서 악기를 연주한다.,문장,상
한 무리의 군인들이 수의사 퍼레이드를 하며 행진하고 있다.,문장,상
사람은 사람들이 보는 동안 예술에 화덕을 사용한다.,문장,상
한 아프리카계 미국인 남자가 스탠드에서 야채를 고르고 있다.,문장,상
하와이안 셔츠를 입은 남자가 마이크를 가지고 있다.,문장,상
치어리더 그룹이 주 전역의 경쟁에서 경쟁하고 있다.,문장,상
파란 셔츠를 입은 어린 소년은 치어리더들에게 둘러싸여 있다.,문장,상
한 젊은이가 스케이트보드를 들고 레일에 기대어 있다.,문장,상
셔츠를 입은 남자가 칸막이로 키보드에 앉아 타이핑을 한다.,문장,상
레슬링 선수들은 관객들에게 멋진 쇼를 선사하고 있다.,문장,상
셔츠가 없는 갓난아기는 방금 먹었는데 낮잠이라서 자고 있다.,문장,상
아시아인은 말을 타고 오른손에서 검을 내밀면서 몸짓을 한다.,문장,상
남자들은 마을 광장의 트럭 근처에서 상사를 기다리고 있다.,문장,상
검은 무술복을 입은 남자들이 황갈색 예술을 연습하고 있다.,문장,상
무술 학생들은 다가오는 대회를 위해 훈련하고 있다.,문장,상
한 무리의 사람들이 선생님과 무술을 연습하고 있다.,문장,상
지미 헨드릭스는 많은 군중들 앞에서 기타를 연주하고 있다.,문장,상
오렌지색 스카프를 두른 여성이 카메라를 보고 혀를 내밀었다.,문장,상
은색 헬멧을 쓴 남자가 자전거 경주에 열성적으로 참가한다.,문장,상
검은 재킷을 입은 소녀가 휴대폰으로 이야기하고 있다.,문장,상
같은 직장에서 온 여성들은 점심시간을 함께 먹는다.,문장,상
한 아이가 스케이트보드를 타며 속임수를 쓰고 있다.,문장,상
바다에 있는 한 소녀가 물속에 막대기를 찔러넣는다.,문장,상
젊은 신혼부부가 풍경화 앞에서 포즈를 취하고 있다.,문장,상
오렌지색 점프슈트를 입은 두 남자가 거리를 걷는다.,문장,상
그 남자들은 멕시코 국경으로 가려고 죄수들을 탈출하고 있다.,문장,상
오래된 자동차는 같은 모델의 새로운 버전을 경주한다.,문장,상
트랙슈트를 입은 아시아 소녀가 거리에서 조깅을 하고 있다.,문장,상
자전거를 타기 전에 자전거 그룹이 타이어를 확인하고 있다.,문장,상
셔츠 없는 남자가 스케이트보드를 가지고 점프를 하고 있다.,문장,상
많은 군중이 지역 경기장에서 열린 콘서트에 참석한다.,문장,상
몇몇 남자들이 코랄에서 말이 타기를 기다리고 있다.,문장,상
사진을 찍고 있는 사람은 퍼레이드를 조직한 사람이다.,문장,상
군중에게 연설하는 여자는 피투성이의 붉은 뺨을 가지고 있다.,문장,상
한 무리의 치어리더들이 다른 치어리더들을 공중에 들고 있다.,문장,상
한 폭주족이 그의 이웃을 주차장으로 질주하고 있다.,문장,상
한 여성이 마이크로 노래를 부르면서 키보드를 연주하고 있다.,문장,상
한 젊은 아가씨가 애완견으로부터 입에 키스를 받는다.,문장,상
한 여성이 코미디언을 홍보하는 간판을 광고하고 있다.,문장,상
한 어린 소녀가 수영장에서 플로티를 사용하고 있다.,문장,상
텁수룩한 개가 짧은 머리의 개의 뺨을 잔인하게 물어뜯는다.,문장,상
줄무늬 셔츠를 입은 남자가 올가미 드럼을 연주한다.,문장,상
한 웨이터가 고급 레스토랑에서 사람들의 주문을 받고 있다.,문장,상
노란 하드하트를 입은 근로자들이 도로의 한 구간을 수리한다.,문장,상
귀여운 아기가 누군가의 휴대폰을 가지고 놀고 있다.,문장,상
아프리카 원주민들은 지역 수원으로 가는 길을 걷는다.,문장,상
한 아이가 부드러운 재료로 덮인 구조물에 뛰어오르고 있다.,문장,상
한 어린 소년은 어른이 재봉틀을 어떻게 사용하는지 관찰한다.,문장,상
남자와 여자는 부엌에서 빨간색으로 칠한 요리를 한다.,문장,상
분홍색 드레스를 입은 사람이 오른손에 막대기를 들고 있다.,문장,상
두 마리의 개가 잔디밭에서 장난스럽게 씨름하고 있다.,문장,상
두 사람이 알루미늄 호일을 입고 계단에서 마주보고 싶어한다.,문장,상
스타워즈 매니아들은 도시 거리에서 의상을 입고 있다.,문장,상
스타워즈 의상을 입은 사람들이 컨벤션에 가고 있다.,문장,상
반바지에 셔츠를 입은 소녀가 빈자리를 차지하고 있다.,문장,상
한 무리의 남녀가 빨간색으로 팬들을 위해 공연한다.,문장,상
무술가는 그녀를 지켜보고 있는 사람들과 싸우고 있다.,문장,상
거리 공연자는 커다란 빨간 발굽으로 스턴트를 한다.,문장,상
그 연주자는 관중들을 즐겁게 하기 위해 풍선만을 사용한다.,문장,상
연주자는 파란 자전거뿐만 아니라 큰 후프를 사용한다.,문장,상
한 예술가가 흙 속에서 아이디어를 스케치하고 있다.,문장,상
한 무리의 사람들이 토너먼트를 위해 연습하고 있다.,문장,상
어떤 사람들은 야외에서 피나타를 가지고 놀고 있다.,문장,상
황갈색 바지를 입은 남자가 지하철 승강장에서 기다리고 있다.,문장,상
어떤 인디언들은 즐겁게 춤을 추고 악기를 연주합니다.,문장,상
갈색과 흰색의 개가 테니스 공을 잡는데 사용되었다.,문장,상
갈색 머리의 여자가 노래를 부르면서 악기를 연주하고 있다.,문장,상
웨딩드레스를 입은 커플이 서로 케이크를 먹이고 있다.,문장,상
한 음악가가 클라리넷을 연주하면서 음악을 읽고 있다.,문장,상
남자는 파티를 위해 데이트 상대가 도착하기를 기다리고 있다.,문장,상
빨간색과 흰색 유니폼을 입은 투수가 야구공을 던지고 있다.,문장,상
여자는 손바닥 읽기로 누군가의 미래를 예측하고 있다.,문장,상
아프리카 사람들은 원을 그리며 구호를 외치고 있다.,문장,상
사업가들은 퇴근 후 호텔 레스토랑에서 휴식을 취한다.,문장,상
그 남자는 우체국에서 청구서 지불을 우편으로 보내고 있었다.,문장,상
그 남자는 로게인을 사용하려 하지만 소용이 없었다.,문장,상
한 무리의 사람들이 호수 근처에서 낚시를 항의한다.,문장,상
한 무리의 소년들이 스피드 스케이팅 훈련을 완수한다.,문장,상
암벽 등반가가 그에게 떨어질 바위를 올려다보고 있다.,문장,상
식물원에서 청바지를 입은 여섯 명의 소녀들이 일하고 있다.,문장,상
남자들은 컨트리 클럽에서 수영을 하고 테니스를 치고 있다.,문장,상
그 남자는 자전거를 가지고 어딘가로 가고 싶어한다.,문장,상
주인이 하이킹을 하는 동안 차량들이 주차되어 있다.,문장,상
축구 선수들이 경기장에 앉아 이야기를 나누고 있다.,문장,상
오토바이 운전자들은 자전거를 타고 가만히 서 있다.,문장,상
한 젊은 여성 소방관이 군중들에게 새로운 선장으로 소개된다.,문장,상
소방관 유니폼을 입은 소녀가 뒤를 돌아보며 뭐라고 말한다.,문장,상
무관심한 갈색머리 여자가 버스트 시티 거리를 걷는다.,문장,상
세 명의 아이스스케이터가 튜투스만 입고 커브를 돌고 있다.,문장,상
여자와 여자아이가 앉아 있던 타일 바닥은 갈색이었다.,문장,상
실종된 소녀는 바로 이 숲에서 마지막으로 목격되었다.,문장,상
잠옷을 입은 사람이 카페의 소파에서 빈둥거리고 있다.,문장,상
기차는 사고를 피하기 위해 사람을 통과하지 못한다.,문장,상
축구팀이 결승골을 찼기 때문에 사람들이 서서 환호하고 있다.,문장,상
등산객이 경치를 바라보며 봉우리 꼭대기에 서 있다.,문장,상
한 노파가 돌계단에 앉아 인상적인 석공으로 이어지고 있다.,문장,상
피아노 연주자와 드러머가 무대에서 공연을 하고 있다.,문장,상
하얀 블라우스를 입은 여자가 식당에서 일하고 있다.,문장,상
수염을 기른 아가씨가 서커스에서 공연을 하고 있다.,문장,상
한 카우보이가 로데오에서 좋은 점수를 얻으려고 애쓰고 있다.,문장,상
자전거 타는 사람이 경쟁에서 속임수를 쓰려고 한다.,문장,상
음악가들은 하얀 지붕 밑에서 기타와 놋쇠 악기를 연주한다.,문장,상
콘서트에서 두 남자가 쳐다보고 다른 남자가 사진을 찍는다.,문장,상
콘서트에 참가한 세 남자가 카메라를 사용하고 있다.,문장,상
군중들이 베스트 바이에서 행사를 위해 모이고 있다.,문장,상
경주에 뛰어드는 아이는 이기고 있기 때문에 흥분하고 있다.,문장,상
교통국장이 노란 안전조끼를 벗어 결국 사물함에 넣고 있다.,문장,상
그 여자는 졸업식에서 누군가와 이야기를 나누고 있다.,문장,상
그는 다이빙 보드에 올라 수영장에 뛰어들려고 한다.,문장,상
스탠은 킥볼을 하면서 아들에게 공을 차주고 있었다.,문장,상
남자들은 누가 컴퓨터 작업을 끝낼지에 대해 논쟁하고 있다.,문장,상
수영복을 입은 젊은이가 뒤에서 물을 들이받고 있다.,문장,상
검은 조끼를 입은 어린 소녀가 무언가를 뛰어넘는다.,문장,상
한 사람이 바위에서 하이킹을 하다가 폭포를 우연히 발견한다.,문장,상
